Species,Category,Species
TG 51:0-FA18:0,Tryglyceride,TG.51.0.FA18.0
TG 51:1-FA15:0,Tryglyceride,TG.51.1.FA15.0
TG 51:1-FA16:0,Tryglyceride,TG.51.1.FA16.0
TG 51:1-FA17:0,Tryglyceride,TG.51.1.FA17.0
TG 51:1-FA18:0,Tryglyceride,TG.51.1.FA18.0
TG 51:1-FA18:1,Tryglyceride,TG.51.1.FA18.1
TG 51:2-FA15:0,Tryglyceride,TG.51.2.FA15.0
TG 51:2-FA16:0,Tryglyceride,TG.51.2.FA16.0
TG 51:2-FA16:1,Tryglyceride,TG.51.2.FA16.1
TG 51:2-FA17:0,Tryglyceride,TG.51.2.FA17.0
TG 51:2-FA18:1,Tryglyceride,TG.51.2.FA18.1
TG 51:2-FA18:2,Tryglyceride,TG.51.2.FA18.2
TG 51:3-FA15:0,Tryglyceride,TG.51.3.FA15.0
TG 51:3-FA16:1,Tryglyceride,TG.51.3.FA16.1
TG 51:3-FA17:0,Tryglyceride,TG.51.3.FA17.0
TG 51:3-FA18:2,Tryglyceride,TG.51.3.FA18.2
TG 51:3-FA18:3,Tryglyceride,TG.51.3.FA18.3
TG 51:4-FA15:0,Tryglyceride,TG.51.4.FA15.0
TG 51:4-FA16:1,Tryglyceride,TG.51.4.FA16.1
TG 51:4-FA18:2,Tryglyceride,TG.51.4.FA18.2
TG 51:4-FA18:3,Tryglyceride,TG.51.4.FA18.3
TG 51:4-FA20:4,Tryglyceride,TG.51.4.FA20.4
TG 51:5-FA18:2,Tryglyceride,TG.51.5.FA18.2
TG 51:5-FA18:3,Tryglyceride,TG.51.5.FA18.3
TG 52:0-FA16:0,Tryglyceride,TG.52.0.FA16.0
TG 52:0-FA18:0,Tryglyceride,TG.52.0.FA18.0
TG 52:0-FA20:0,Tryglyceride,TG.52.0.FA20.0
TG 52:1-FA16:0,Tryglyceride,TG.52.1.FA16.0
TG 52:1-FA16:1,Tryglyceride,TG.52.1.FA16.1
TG 52:1-FA18:0,Tryglyceride,TG.52.1.FA18.0
TG 52:1-FA18:1,Tryglyceride,TG.52.1.FA18.1
TG 52:1-FA20:0,Tryglyceride,TG.52.1.FA20.0
TG 52:1-FA20:1,Tryglyceride,TG.52.1.FA20.1
TG 52:2-FA14:0,Tryglyceride,TG.52.2.FA14.0
TG 52:2-FA16:0,Tryglyceride,TG.52.2.FA16.0
TG 52:2-FA16:1,Tryglyceride,TG.52.2.FA16.1
TG 52:2-FA18:0,Tryglyceride,TG.52.2.FA18.0
TG 52:2-FA18:1,Tryglyceride,TG.52.2.FA18.1
TG 52:2-FA18:2,Tryglyceride,TG.52.2.FA18.2
TG 52:2-FA20:0,Tryglyceride,TG.52.2.FA20.0
TG 52:2-FA20:1,Tryglyceride,TG.52.2.FA20.1
TG 52:2-FA20:2,Tryglyceride,TG.52.2.FA20.2
TG 52:3-FA14:0,Tryglyceride,TG.52.3.FA14.0
TG 52:3-FA16:0,Tryglyceride,TG.52.3.FA16.0
TG 52:3-FA16:1,Tryglyceride,TG.52.3.FA16.1
TG 52:3-FA18:0,Tryglyceride,TG.52.3.FA18.0
TG 52:3-FA18:1,Tryglyceride,TG.52.3.FA18.1
TG 52:3-FA18:2,Tryglyceride,TG.52.3.FA18.2
TG 52:3-FA18:3,Tryglyceride,TG.52.3.FA18.3
TG 52:3-FA20:0,Tryglyceride,TG.52.3.FA20.0
TG 52:3-FA20:1,Tryglyceride,TG.52.3.FA20.1
TG 52:3-FA20:2,Tryglyceride,TG.52.3.FA20.2
TG 52:3-FA20:3,Tryglyceride,TG.52.3.FA20.3
TG 52:3-FA22:1,Tryglyceride,TG.52.3.FA22.1
TG 52:4-FA14:0,Tryglyceride,TG.52.4.FA14.0
TG 52:4-FA16:0,Tryglyceride,TG.52.4.FA16.0
TG 52:4-FA16:1,Tryglyceride,TG.52.4.FA16.1
TG 52:4-FA18:0,Tryglyceride,TG.52.4.FA18.0
TG 52:4-FA18:1,Tryglyceride,TG.52.4.FA18.1
TG 52:4-FA18:2,Tryglyceride,TG.52.4.FA18.2
TG 52:4-FA18:3,Tryglyceride,TG.52.4.FA18.3
TG 52:4-FA20:0,Tryglyceride,TG.52.4.FA20.0
TG 52:4-FA20:2,Tryglyceride,TG.52.4.FA20.2
TG 52:4-FA20:3,Tryglyceride,TG.52.4.FA20.3
TG 52:4-FA20:4,Tryglyceride,TG.52.4.FA20.4
TG 52:4-FA22:1,Tryglyceride,TG.52.4.FA22.1
TG 52:4-FA22:4,Tryglyceride,TG.52.4.FA22.4
TG 52:5-FA14:0,Tryglyceride,TG.52.5.FA14.0
TG 52:5-FA16:0,Tryglyceride,TG.52.5.FA16.0
TG 52:5-FA16:1,Tryglyceride,TG.52.5.FA16.1
TG 52:5-FA18:1,Tryglyceride,TG.52.5.FA18.1
TG 52:5-FA18:2,Tryglyceride,TG.52.5.FA18.2
TG 52:5-FA18:3,Tryglyceride,TG.52.5.FA18.3
TG 52:5-FA20:3,Tryglyceride,TG.52.5.FA20.3
TG 52:5-FA20:4,Tryglyceride,TG.52.5.FA20.4
TG 52:5-FA20:5,Tryglyceride,TG.52.5.FA20.5
TG 52:5-FA22:5,Tryglyceride,TG.52.5.FA22.5
TG 52:6-FA14:0,Tryglyceride,TG.52.6.FA14.0
TG 52:6-FA16:0,Tryglyceride,TG.52.6.FA16.0
TG 52:6-FA16:1,Tryglyceride,TG.52.6.FA16.1
TG 52:6-FA18:1,Tryglyceride,TG.52.6.FA18.1
TG 52:6-FA18:2,Tryglyceride,TG.52.6.FA18.2
TG 52:6-FA18:3,Tryglyceride,TG.52.6.FA18.3
TG 52:6-FA20:4,Tryglyceride,TG.52.6.FA20.4
TG 52:6-FA20:5,Tryglyceride,TG.52.6.FA20.5
TG 52:6-FA22:6,Tryglyceride,TG.52.6.FA22.6
TG 52:7-FA16:0,Tryglyceride,TG.52.7.FA16.0
TG 52:7-FA18:1,Tryglyceride,TG.52.7.FA18.1
TG 52:7-FA20:5,Tryglyceride,TG.52.7.FA20.5
TG 52:7-FA22:6,Tryglyceride,TG.52.7.FA22.6
TG 52:8-FA16:1,Tryglyceride,TG.52.8.FA16.1
TG 52:8-FA18:2,Tryglyceride,TG.52.8.FA18.2
TG 53:0-FA16:0,Tryglyceride,TG.53.0.FA16.0
TG 53:1-FA16:0,Tryglyceride,TG.53.1.FA16.0
TG 53:1-FA17:0,Tryglyceride,TG.53.1.FA17.0
TG 53:1-FA18:0,Tryglyceride,TG.53.1.FA18.0
TG 53:1-FA18:1,Tryglyceride,TG.53.1.FA18.1
TG 53:2-FA16:0,Tryglyceride,TG.53.2.FA16.0
TG 53:2-FA17:0,Tryglyceride,TG.53.2.FA17.0
TG 53:2-FA18:0,Tryglyceride,TG.53.2.FA18.0
TG 53:2-FA18:1,Tryglyceride,TG.53.2.FA18.1
TG 53:2-FA18:2,Tryglyceride,TG.53.2.FA18.2
TG 53:3-FA16:0,Tryglyceride,TG.53.3.FA16.0
TG 53:3-FA17:0,Tryglyceride,TG.53.3.FA17.0
TG 53:3-FA18:0,Tryglyceride,TG.53.3.FA18.0
TG 53:3-FA18:1,Tryglyceride,TG.53.3.FA18.1
TG 53:3-FA18:2,Tryglyceride,TG.53.3.FA18.2
TG 53:4-FA16:0,Tryglyceride,TG.53.4.FA16.0
TG 53:4-FA17:0,Tryglyceride,TG.53.4.FA17.0
TG 53:4-FA18:0,Tryglyceride,TG.53.4.FA18.0
TG 53:4-FA18:1,Tryglyceride,TG.53.4.FA18.1
TG 53:4-FA18:2,Tryglyceride,TG.53.4.FA18.2
TG 53:4-FA18:3,Tryglyceride,TG.53.4.FA18.3
TG 53:4-FA20:4,Tryglyceride,TG.53.4.FA20.4
TG 53:5-FA18:1,Tryglyceride,TG.53.5.FA18.1
TG 53:5-FA18:2,Tryglyceride,TG.53.5.FA18.2
TG 53:5-FA18:3,Tryglyceride,TG.53.5.FA18.3
TG 53:5-FA20:4,Tryglyceride,TG.53.5.FA20.4
TG 53:6-FA18:1,Tryglyceride,TG.53.6.FA18.1
TG 53:6-FA18:2,Tryglyceride,TG.53.6.FA18.2
TG 53:6-FA18:3,Tryglyceride,TG.53.6.FA18.3
TG 53:6-FA20:4,Tryglyceride,TG.53.6.FA20.4
TG 53:7-FA18:3,Tryglyceride,TG.53.7.FA18.3
TG 54:0-FA16:0,Tryglyceride,TG.54.0.FA16.0
TG 54:0-FA18:0,Tryglyceride,TG.54.0.FA18.0
TG 54:1-FA16:0,Tryglyceride,TG.54.1.FA16.0
TG 54:1-FA18:0,Tryglyceride,TG.54.1.FA18.0
TG 54:1-FA18:1,Tryglyceride,TG.54.1.FA18.1
TG 54:1-FA20:0,Tryglyceride,TG.54.1.FA20.0
TG 54:1-FA20:1,Tryglyceride,TG.54.1.FA20.1
TG 54:2-FA16:0,Tryglyceride,TG.54.2.FA16.0
TG 54:2-FA18:0,Tryglyceride,TG.54.2.FA18.0
TG 54:2-FA18:1,Tryglyceride,TG.54.2.FA18.1
TG 54:2-FA18:2,Tryglyceride,TG.54.2.FA18.2
TG 54:2-FA20:0,Tryglyceride,TG.54.2.FA20.0
TG 54:2-FA20:1,Tryglyceride,TG.54.2.FA20.1
TG 54:2-FA20:2,Tryglyceride,TG.54.2.FA20.2
TG 54:3-FA16:0,Tryglyceride,TG.54.3.FA16.0
TG 54:3-FA16:1,Tryglyceride,TG.54.3.FA16.1
TG 54:3-FA18:0,Tryglyceride,TG.54.3.FA18.0
TG 54:3-FA18:1,Tryglyceride,TG.54.3.FA18.1
TG 54:3-FA18:2,Tryglyceride,TG.54.3.FA18.2
TG 54:3-FA18:3,Tryglyceride,TG.54.3.FA18.3
TG 54:3-FA20:1,Tryglyceride,TG.54.3.FA20.1
TG 54:3-FA20:2,Tryglyceride,TG.54.3.FA20.2
TG 54:3-FA20:3,Tryglyceride,TG.54.3.FA20.3
TG 54:4-FA16:0,Tryglyceride,TG.54.4.FA16.0
TG 54:4-FA16:1,Tryglyceride,TG.54.4.FA16.1
TG 54:4-FA18:0,Tryglyceride,TG.54.4.FA18.0
TG 54:4-FA18:1,Tryglyceride,TG.54.4.FA18.1
TG 54:4-FA18:2,Tryglyceride,TG.54.4.FA18.2
TG 54:4-FA18:3,Tryglyceride,TG.54.4.FA18.3
TG 54:4-FA20:1,Tryglyceride,TG.54.4.FA20.1
TG 54:4-FA20:2,Tryglyceride,TG.54.4.FA20.2
TG 54:4-FA20:3,Tryglyceride,TG.54.4.FA20.3
TG 54:4-FA20:4,Tryglyceride,TG.54.4.FA20.4
TG 54:4-FA22:1,Tryglyceride,TG.54.4.FA22.1
TG 54:4-FA22:4,Tryglyceride,TG.54.4.FA22.4
TG 54:5-FA16:0,Tryglyceride,TG.54.5.FA16.0
TG 54:5-FA16:1,Tryglyceride,TG.54.5.FA16.1
TG 54:5-FA18:0,Tryglyceride,TG.54.5.FA18.0
TG 54:5-FA18:1,Tryglyceride,TG.54.5.FA18.1
TG 54:5-FA18:2,Tryglyceride,TG.54.5.FA18.2
TG 54:5-FA18:3,Tryglyceride,TG.54.5.FA18.3
TG 54:5-FA20:2,Tryglyceride,TG.54.5.FA20.2
TG 54:5-FA20:3,Tryglyceride,TG.54.5.FA20.3
TG 54:5-FA20:4,Tryglyceride,TG.54.5.FA20.4
TG 54:5-FA20:5,Tryglyceride,TG.54.5.FA20.5
TG 54:5-FA22:1,Tryglyceride,TG.54.5.FA22.1
TG 54:5-FA22:4,Tryglyceride,TG.54.5.FA22.4
TG 54:5-FA22:5,Tryglyceride,TG.54.5.FA22.5
TG 54:6-FA16:0,Tryglyceride,TG.54.6.FA16.0
TG 54:6-FA16:1,Tryglyceride,TG.54.6.FA16.1
TG 54:6-FA18:1,Tryglyceride,TG.54.6.FA18.1
TG 54:6-FA18:2,Tryglyceride,TG.54.6.FA18.2
TG 54:6-FA18:3,Tryglyceride,TG.54.6.FA18.3
TG 54:6-FA20:3,Tryglyceride,TG.54.6.FA20.3
TG 54:6-FA20:4,Tryglyceride,TG.54.6.FA20.4
TG 54:6-FA20:5,Tryglyceride,TG.54.6.FA20.5
TG 54:6-FA22:5,Tryglyceride,TG.54.6.FA22.5
TG 54:6-FA22:6,Tryglyceride,TG.54.6.FA22.6
TG 54:7-FA16:1,Tryglyceride,TG.54.7.FA16.1
TG 54:7-FA18:1,Tryglyceride,TG.54.7.FA18.1
TG 54:7-FA18:2,Tryglyceride,TG.54.7.FA18.2
TG 54:7-FA18:3,Tryglyceride,TG.54.7.FA18.3
TG 54:7-FA20:4,Tryglyceride,TG.54.7.FA20.4
TG 54:7-FA20:5,Tryglyceride,TG.54.7.FA20.5
TG 54:7-FA22:5,Tryglyceride,TG.54.7.FA22.5
TG 54:7-FA22:6,Tryglyceride,TG.54.7.FA22.6
TG 54:8-FA18:2,Tryglyceride,TG.54.8.FA18.2
TG 54:8-FA18:3,Tryglyceride,TG.54.8.FA18.3
TG 54:8-FA20:4,Tryglyceride,TG.54.8.FA20.4
TG 54:8-FA20:5,Tryglyceride,TG.54.8.FA20.5
TG 54:8-FA22:6,Tryglyceride,TG.54.8.FA22.6
TG 55:1-FA16:0,Tryglyceride,TG.55.1.FA16.0
TG 55:1-FA18:1,Tryglyceride,TG.55.1.FA18.1
TG 55:2-FA18:1,Tryglyceride,TG.55.2.FA18.1
TG 55:2-FA18:2,Tryglyceride,TG.55.2.FA18.2
TG 55:3-FA18:1,Tryglyceride,TG.55.3.FA18.1
TG 55:3-FA18:2,Tryglyceride,TG.55.3.FA18.2
TG 55:4-FA18:1,Tryglyceride,TG.55.4.FA18.1
TG 55:4-FA18:2,Tryglyceride,TG.55.4.FA18.2
TG 55:5-FA18:1,Tryglyceride,TG.55.5.FA18.1
TG 55:5-FA18:2,Tryglyceride,TG.55.5.FA18.2
TG 55:5-FA20:4,Tryglyceride,TG.55.5.FA20.4
TG 55:6-FA18:1,Tryglyceride,TG.55.6.FA18.1
TG 55:6-FA20:3,Tryglyceride,TG.55.6.FA20.3
TG 55:6-FA20:4,Tryglyceride,TG.55.6.FA20.4
TG 55:7-FA15:0,Tryglyceride,TG.55.7.FA15.0
TG 55:7-FA18:1,Tryglyceride,TG.55.7.FA18.1
TG 55:7-FA20:3,Tryglyceride,TG.55.7.FA20.3
TG 55:7-FA20:4,Tryglyceride,TG.55.7.FA20.4
TG 55:7-FA22:6,Tryglyceride,TG.55.7.FA22.6
TG 55:8-FA20:4,Tryglyceride,TG.55.8.FA20.4
TG 56:1-FA16:0,Tryglyceride,TG.56.1.FA16.0
TG 56:1-FA18:1,Tryglyceride,TG.56.1.FA18.1
TG 56:10-FA18:2,Tryglyceride,TG.56.10.FA18.2
TG 56:2-FA16:0,Tryglyceride,TG.56.2.FA16.0
TG 56:2-FA18:0,Tryglyceride,TG.56.2.FA18.0
TG 56:2-FA18:1,Tryglyceride,TG.56.2.FA18.1
TG 56:2-FA20:0,Tryglyceride,TG.56.2.FA20.0
TG 56:2-FA20:1,Tryglyceride,TG.56.2.FA20.1
TG 56:3-FA16:0,Tryglyceride,TG.56.3.FA16.0
TG 56:3-FA18:0,Tryglyceride,TG.56.3.FA18.0
TG 56:3-FA18:1,Tryglyceride,TG.56.3.FA18.1
TG 56:3-FA18:2,Tryglyceride,TG.56.3.FA18.2
TG 56:3-FA20:0,Tryglyceride,TG.56.3.FA20.0
TG 56:3-FA20:1,Tryglyceride,TG.56.3.FA20.1
TG 56:3-FA20:2,Tryglyceride,TG.56.3.FA20.2
TG 56:4-FA16:0,Tryglyceride,TG.56.4.FA16.0
TG 56:4-FA18:0,Tryglyceride,TG.56.4.FA18.0
TG 56:4-FA18:1,Tryglyceride,TG.56.4.FA18.1
TG 56:4-FA18:2,Tryglyceride,TG.56.4.FA18.2
TG 56:4-FA20:1,Tryglyceride,TG.56.4.FA20.1
TG 56:4-FA20:2,Tryglyceride,TG.56.4.FA20.2
TG 56:4-FA20:3,Tryglyceride,TG.56.4.FA20.3
TG 56:4-FA20:4,Tryglyceride,TG.56.4.FA20.4
TG 56:4-FA22:4,Tryglyceride,TG.56.4.FA22.4
TG 56:5-FA16:0,Tryglyceride,TG.56.5.FA16.0
TG 56:5-FA18:0,Tryglyceride,TG.56.5.FA18.0
TG 56:5-FA18:1,Tryglyceride,TG.56.5.FA18.1
TG 56:5-FA18:2,Tryglyceride,TG.56.5.FA18.2
TG 56:5-FA20:1,Tryglyceride,TG.56.5.FA20.1
TG 56:5-FA20:2,Tryglyceride,TG.56.5.FA20.2
TG 56:5-FA20:3,Tryglyceride,TG.56.5.FA20.3
TG 56:5-FA20:4,Tryglyceride,TG.56.5.FA20.4
TG 56:5-FA22:4,Tryglyceride,TG.56.5.FA22.4
TG 56:5-FA22:5,Tryglyceride,TG.56.5.FA22.5
TG 56:6-FA16:0,Tryglyceride,TG.56.6.FA16.0
TG 56:6-FA18:0,Tryglyceride,TG.56.6.FA18.0
TG 56:6-FA18:1,Tryglyceride,TG.56.6.FA18.1
TG 56:6-FA18:2,Tryglyceride,TG.56.6.FA18.2
TG 56:6-FA18:3,Tryglyceride,TG.56.6.FA18.3
TG 56:6-FA20:2,Tryglyceride,TG.56.6.FA20.2
TG 56:6-FA20:3,Tryglyceride,TG.56.6.FA20.3
TG 56:6-FA20:4,Tryglyceride,TG.56.6.FA20.4
TG 56:6-FA20:5,Tryglyceride,TG.56.6.FA20.5
TG 56:6-FA22:4,Tryglyceride,TG.56.6.FA22.4
TG 56:6-FA22:5,Tryglyceride,TG.56.6.FA22.5
TG 56:6-FA22:6,Tryglyceride,TG.56.6.FA22.6
TG 56:7-FA16:0,Tryglyceride,TG.56.7.FA16.0
TG 56:7-FA16:1,Tryglyceride,TG.56.7.FA16.1
TG 56:7-FA18:0,Tryglyceride,TG.56.7.FA18.0
TG 56:7-FA18:1,Tryglyceride,TG.56.7.FA18.1
TG 56:7-FA18:2,Tryglyceride,TG.56.7.FA18.2
TG 56:7-FA18:3,Tryglyceride,TG.56.7.FA18.3
TG 56:7-FA20:3,Tryglyceride,TG.56.7.FA20.3
TG 56:7-FA20:4,Tryglyceride,TG.56.7.FA20.4
TG 56:7-FA20:5,Tryglyceride,TG.56.7.FA20.5
TG 56:7-FA22:4,Tryglyceride,TG.56.7.FA22.4
TG 56:7-FA22:5,Tryglyceride,TG.56.7.FA22.5
TG 56:7-FA22:6,Tryglyceride,TG.56.7.FA22.6
TG 56:8-FA16:0,Tryglyceride,TG.56.8.FA16.0
TG 56:8-FA16:1,Tryglyceride,TG.56.8.FA16.1
TG 56:8-FA18:1,Tryglyceride,TG.56.8.FA18.1
TG 56:8-FA18:2,Tryglyceride,TG.56.8.FA18.2
TG 56:8-FA18:3,Tryglyceride,TG.56.8.FA18.3
TG 56:8-FA20:4,Tryglyceride,TG.56.8.FA20.4
TG 56:8-FA20:5,Tryglyceride,TG.56.8.FA20.5
TG 56:8-FA22:5,Tryglyceride,TG.56.8.FA22.5
TG 56:8-FA22:6,Tryglyceride,TG.56.8.FA22.6
TG 56:9-FA18:3,Tryglyceride,TG.56.9.FA18.3
TG 56:9-FA20:4,Tryglyceride,TG.56.9.FA20.4
TG 56:9-FA20:5,Tryglyceride,TG.56.9.FA20.5
TG 56:9-FA22:6,Tryglyceride,TG.56.9.FA22.6
TG 57:10-FA22:6,Tryglyceride,TG.57.10.FA22.6
TG 57:2-FA18:1,Tryglyceride,TG.57.2.FA18.1
TG 57:3-FA18:2,Tryglyceride,TG.57.3.FA18.2
TG 57:8-FA22:6,Tryglyceride,TG.57.8.FA22.6
TG 57:9-FA22:6,Tryglyceride,TG.57.9.FA22.6
TG 58:10-FA18:2,Tryglyceride,TG.58.10.FA18.2
TG 58:10-FA20:4,Tryglyceride,TG.58.10.FA20.4
TG 58:10-FA20:5,Tryglyceride,TG.58.10.FA20.5
TG 58:10-FA22:5,Tryglyceride,TG.58.10.FA22.5
TG 58:10-FA22:6,Tryglyceride,TG.58.10.FA22.6
TG 58:2-FA18:1,Tryglyceride,TG.58.2.FA18.1
TG 58:3-FA18:1,Tryglyceride,TG.58.3.FA18.1
TG 58:5-FA18:1,Tryglyceride,TG.58.5.FA18.1
TG 58:6-FA16:0,Tryglyceride,TG.58.6.FA16.0
TG 58:6-FA18:0,Tryglyceride,TG.58.6.FA18.0
TG 58:6-FA18:1,Tryglyceride,TG.58.6.FA18.1
TG 58:6-FA20:4,Tryglyceride,TG.58.6.FA20.4
TG 58:6-FA22:4,Tryglyceride,TG.58.6.FA22.4
TG 58:6-FA22:5,Tryglyceride,TG.58.6.FA22.5
TG 58:7-FA16:0,Tryglyceride,TG.58.7.FA16.0
TG 58:7-FA18:0,Tryglyceride,TG.58.7.FA18.0
TG 58:7-FA18:1,Tryglyceride,TG.58.7.FA18.1
TG 58:7-FA18:2,Tryglyceride,TG.58.7.FA18.2
TG 58:7-FA20:4,Tryglyceride,TG.58.7.FA20.4
TG 58:7-FA22:4,Tryglyceride,TG.58.7.FA22.4
TG 58:7-FA22:5,Tryglyceride,TG.58.7.FA22.5
TG 58:7-FA22:6,Tryglyceride,TG.58.7.FA22.6
TG 58:8-FA18:1,Tryglyceride,TG.58.8.FA18.1
TG 58:8-FA18:2,Tryglyceride,TG.58.8.FA18.2
TG 58:8-FA20:3,Tryglyceride,TG.58.8.FA20.3
TG 58:8-FA20:4,Tryglyceride,TG.58.8.FA20.4
TG 58:8-FA22:5,Tryglyceride,TG.58.8.FA22.5
TG 58:8-FA22:6,Tryglyceride,TG.58.8.FA22.6
TG 58:9-FA18:1,Tryglyceride,TG.58.9.FA18.1
TG 58:9-FA18:2,Tryglyceride,TG.58.9.FA18.2
TG 58:9-FA20:4,Tryglyceride,TG.58.9.FA20.4
TG 58:9-FA22:5,Tryglyceride,TG.58.9.FA22.5
TG 58:9-FA22:6,Tryglyceride,TG.58.9.FA22.6
TG 60:10-FA22:5,Tryglyceride,TG.60.10.FA22.5
TG 60:10-FA22:6,Tryglyceride,TG.60.10.FA22.6
TG 60:11-FA22:5,Tryglyceride,TG.60.11.FA22.5
TG 60:11-FA22:6,Tryglyceride,TG.60.11.FA22.6
TG 60:12-FA22:6,Tryglyceride,TG.60.12.FA22.6